ticker,cik,bolsa,sector,variables_descargadas
NWS,0001564708,Nasdaq,Newspapers: Publishing or  Publishing & Printing,30
LBRDK,0001611983,Nasdaq,Cable & Other Pay Television Services,30
RUSHB,0001012019,Nasdaq,Retail-Auto Dealers & Gasoline Stations,31
LBTYK,0001570585,Nasdaq,Cable & Other Pay Television Services,28
BATRK,0001958140,Nasdaq,Services-Amusement & Recreation Services,22
BELFB,0000729580,Nasdaq,"Electronic Coils, Transformers & Other Inductors",35
UA,0001336917,NYSE,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,30
CENTA,0000887733,Nasdaq,Wholesale-Miscellaneous Nondurable Goods,33
LILAK,0001712184,Nasdaq,Cable & Other Pay Television Services,30
SENEA,0000088948,Nasdaq,"Canned, Fruits, Veg, Preserves, Jams & Jellies",30
BH,0001726173,NYSE,Retail-Eating  Places,32
GLIBK,0002057463,Nasdaq,Cable & Other Pay Television Services,23
LLYVK,0002078416,Nasdaq,Services-Amusement & Recreation Services,22
